	UniProtID	Description	GO_Terms
REN	P00797	Renin	GO:0001822;GO:0001823;GO:0002003;GO:0002018;GO:0004190;GO:0005102;GO:0005159;GO:0005515;GO:0005576;GO:0005615;GO:0005737;GO:0005886;GO:0006508;GO:0008217;GO:0008233;GO:0008584;GO:0009755;GO:0032496;GO:0035690;GO:0035902;GO:0042756;GO:0043408;GO:0045177;GO:0048469;GO:0050435;GO:0051591;GO:0070305
ADA	P00813	Adenosine deaminase	GO:0001666;GO:0001821;GO:0001829;GO:0001883;GO:0001889;GO:0001890;GO:0002314;GO:0002636;GO:0002686;GO:0002906;GO:0004000;GO:0005515;GO:0005615;GO:0005764;GO:0005829;GO:0005886;GO:0006154;GO:0006157;GO:0007155;GO:0007568;GO:0008270;GO:0009168;GO:0009897;GO:0009986;GO:0010460;GO:0016020;GO:0030054;GO:0030890;GO:0032261;GO:0032839;GO:0033089;GO:0033197;GO:0033632;GO:0042110;GO:0042323;GO:0042542;GO:0043025;GO:0043101;GO:0043278;GO:0045987;GO:0046061;GO:0046103;GO:0046111;GO:0046638;GO:0048286;GO:0048541;GO:0048566;GO:0050728;GO:0050850;GO:0050862;GO:0060169;GO:0060205;GO:0060407;GO:0070244;GO:0070256;GO:0043103
MT-ATP6	P00846	ATP synthase subunit a	GO:0005515;GO:0005743;GO:0005753;GO:0006754;GO:0007568;GO:0016021;GO:0022857;GO:0042407;GO:0042776;GO:0045263;GO:0055093;GO:0016887;GO:0046933;GO:0015986;GO:0045259
CA1	P00915	Carbonic anhydrase 1	GO:0004064;GO:0004089;GO:0005515;GO:0005829;GO:0006730;GO:0008270;GO:0015701;GO:0016836;GO:0035722;GO:0070062
CA2	P00918	Carbonic anhydrase 2	GO:0001822;GO:0002009;GO:0004064;GO:0004089;GO:0005515;GO:0005737;GO:0005829;GO:0005886;GO:0005902;GO:0008270;GO:0009268;GO:0010043;GO:0015670;GO:0015701;GO:0016323;GO:0030424;GO:0032230;GO:0032849;GO:0038166;GO:0042475;GO:0043209;GO:0043627;GO:0044070;GO:0045177;GO:0045672;GO:0045780;GO:0046903;GO:0048545;GO:0051453;GO:0070062;GO:0071498;GO:2001150;GO:2001225
ASS1	P00966	Argininosuccinate synthase	GO:0000050;GO:0000052;GO:0000053;GO:0001822;GO:0001889;GO:0003723;GO:0004055;GO:0005515;GO:0005524;GO:0005634;GO:0005741;GO:0005764;GO:0005783;GO:0005829;GO:0006526;GO:0006531;GO:0006953;GO:0007494;GO:0007568;GO:0007584;GO:0007623;GO:0010043;GO:0010046;GO:0015643;GO:0016597;GO:0032355;GO:0042802;GO:0043204;GO:0045429;GO:0060416;GO:0060539;GO:0070062;GO:0070852;GO:0071222;GO:0071230;GO:0071242;GO:0071320;GO:0071346;GO:0071356;GO:0071377;GO:0071400;GO:0071418;GO:0071499;GO:0071549;GO:1903038;GO:0005737
OAS1	P00973	2'-5'-oligoadenylate synthase 1	GO:0001730;GO:0003725;GO:0005515;GO:0005524;GO:0005576;GO:0005739;GO:0005783;GO:0005829;GO:0006006;GO:0009615;GO:0042593;GO:0045071;GO:0046872;GO:0051607;GO:0060333;GO:0060337;GO:0005737;GO:0005654;GO:0060700;GO:0005634
SPINK1	P00995	Serine protease inhibitor Kazal-type 1	GO:0004866;GO:0004867;GO:0005515;GO:0010751;GO:0048240;GO:0050732;GO:0060046;GO:0070062;GO:0090281;GO:1900004;GO:2001256
SERPINC1	P01008	Antithrombin-III	GO:0002020;GO:0002438;GO:0004867;GO:0005515;GO:0005576;GO:0005615;GO:0005788;GO:0005886;GO:0007584;GO:0007595;GO:0007596;GO:0008201;GO:0042802;GO:0043687;GO:0044267;GO:0062023;GO:0070062;GO:0072562;GO:2000266;GO:0010951
SERPINA1	P01009	Alpha-1-antitrypsin	GO:0000139;GO:0002020;GO:0002576;GO:0004867;GO:0005515;GO:0005576;GO:0005615;GO:0005783;GO:0005788;GO:0005794;GO:0006888;GO:0006953;GO:0007596;GO:0030134;GO:0031093;GO:0033116;GO:0042802;GO:0043231;GO:0043312;GO:0043687;GO:0044267;GO:0048208;GO:0062023;GO:0070062;GO:1904813;GO:0010951
SERPINA3	P01011	Alpha-1-antichymotrypsin	GO:0002576;GO:0003677;GO:0004867;GO:0005515;GO:0005576;GO:0005615;GO:0005634;GO:0006953;GO:0006954;GO:0019216;GO:0030277;GO:0031093;GO:0034774;GO:0035578;GO:0043312;GO:0062023;GO:0070062;GO:0072562;GO:0010951
AGT	P01019	Angiotensinogen	GO:0001558;GO:0001819;GO:0001822;GO:0001974;GO:0002016;GO:0002018;GO:0002019;GO:0002027;GO:0002034;GO:0003014;GO:0003051;GO:0003331;GO:0005179;GO:0005515;GO:0005576;GO:0005615;GO:0005829;GO:0006606;GO:0006883;GO:0007166;GO:0007186;GO:0007199;GO:0007200;GO:0007202;GO:0007204;GO:0007263;GO:0007267;GO:0007565;GO:0007568;GO:0008083;GO:0008217;GO:0008306;GO:0010536;GO:0010595;GO:0010613;GO:0010666;GO:0010744;GO:0010873;GO:0010976;GO:0014061;GO:0014068;GO:0014824;GO:0014873;GO:0016525;GO:0019216;GO:0019229;GO:0030308;GO:0031702;GO:0031703;GO:0032270;GO:0032355;GO:0032930;GO:0033864;GO:0034104;GO:0034374;GO:0035106;GO:0035813;GO:0035815;GO:0042127;GO:0042311;GO:0045429;GO:0045742;GO:0045777;GO:0045893;GO:0046628;GO:0048144;GO:0048146;GO:0048169;GO:0048659;GO:0050663;GO:0050729;GO:0050731;GO:0097746;GO:0051092;GO:0051387;GO:0051403;GO:0051924;GO:0051969;GO:0061049;GO:0061098;GO:0062023;GO:0070062;GO:0070371;GO:0070471;GO:0071260;GO:0072562;GO:0090190;GO:1901201;GO:1903598;GO:1903779;GO:1904385;GO:1904707;GO:1904754;GO:1905010;GO:1905589;GO:2000379;GO:2001238;GO:0004867;GO:0010951
A2M	P01023	Alpha-2-macroglobulin	GO:0001869;GO:0002020;GO:0002576;GO:0004867;GO:0005102;GO:0005515;GO:0005576;GO:0005829;GO:0007597;GO:0010951;GO:0019838;GO:0019899;GO:0019959;GO:0019966;GO:0022617;GO:0031093;GO:0043120;GO:0048306;GO:0048863;GO:0051056;GO:0062023;GO:0070062;GO:0072562;GO:0005615;GO:0004866
C3	P01024	Complement C3	GO:0001798;GO:0001934;GO:0001970;GO:0004866;GO:0005102;GO:0005515;GO:0005576;GO:0005615;GO:0005788;GO:0005886;GO:0006631;GO:0006954;GO:0006955;GO:0006956;GO:0006957;GO:0006958;GO:0007165;GO:0007186;GO:0009617;GO:0009986;GO:0010575;GO:0010828;GO:0010866;GO:0010884;GO:0010951;GO:0016322;GO:0030449;GO:0031715;GO:0032991;GO:0034774;GO:0035578;GO:0043312;GO:0043687;GO:0044267;GO:0045745;GO:0045766;GO:0048260;GO:0050776;GO:0060100;GO:0070062;GO:0072562;GO:0097242;GO:0097278;GO:0150062;GO:0150064;GO:1905114;GO:2000427
C5	P01031	Complement C5	GO:0000187;GO:0004866;GO:0005102;GO:0005515;GO:0005576;GO:0005579;GO:0005615;GO:0006935;GO:0006954;GO:0006957;GO:0006958;GO:0007166;GO:0007186;GO:0008009;GO:0010575;GO:0010760;GO:0010951;GO:0019835;GO:0030449;GO:0060326;GO:0070062;GO:0090197
TIMP1	P01033	Metalloproteinase inhibitor 1	GO:0001775;GO:0002248;GO:0002576;GO:0005125;GO:0005515;GO:0005576;GO:0005604;GO:0005615;GO:0005788;GO:0007568;GO:0008083;GO:0008191;GO:0008270;GO:0008284;GO:0010951;GO:0019221;GO:0022617;GO:0030414;GO:0031093;GO:0043066;GO:0043086;GO:0043434;GO:0043687;GO:0044267;GO:0051045;GO:0051216;GO:0070062;GO:1901164;GO:1905049;GO:2001044;GO:0010033;GO:0031012;GO:0002020;GO:0034097;GO:0009725
CST3	P01034	Cystatin-C	GO:0001540;GO:0002020;GO:0004866;GO:0004869;GO:0005515;GO:0005576;GO:0005615;GO:0005783;GO:0005788;GO:0005794;GO:0005886;GO:0006952;GO:0010466;GO:0010711;GO:0010716;GO:0010951;GO:0030414;GO:0034103;GO:0042802;GO:0043312;GO:0043687;GO:0044267;GO:0045861;GO:0060311;GO:0060313;GO:0070062;GO:0097435;GO:1904724;GO:1904813
CST4	P01036	Cystatin-S	GO:0001580;GO:0001895;GO:0004869;GO:0005615;GO:0010951;GO:0045861;GO:0070062
CST1	P01037	Cystatin-SN	GO:0001580;GO:0004869;GO:0005515;GO:0005615;GO:0010951
CSTA	P01040	Cystatin-A	GO:0001533;GO:0002020;GO:0004869;GO:0005615;GO:0005634;GO:0005737;GO:0005829;GO:0010466;GO:0010951;GO:0018149;GO:0030216;GO:0045861;GO:0070268;GO:0098609
KNG1	P01042	Kininogen-1	GO:0002576;GO:0004869;GO:0005102;GO:0005515;GO:0005576;GO:0005615;GO:0005788;GO:0005886;GO:0006954;GO:0007162;GO:0007186;GO:0007204;GO:0007597;GO:0008201;GO:0008270;GO:0030195;GO:0031093;GO:0042311;GO:0043065;GO:0043687;GO:0044267;GO:0045861;GO:0097746;GO:0062023;GO:0070062;GO:0072562;GO:0010951
FOS	P01100	Proto-oncogene c-Fos	GO:0000979;GO:0000981;GO:0001102;GO:0001228;GO:0001661;GO:0003682;GO:0003700;GO:0005515;GO:0005634;GO:0005654;GO:0005783;GO:0005829;GO:0006306;GO:0006357;GO:0006366;GO:0006954;GO:0007179;GO:0007399;GO:0007565;GO:0007568;GO:0009409;GO:0009416;GO:0009629;GO:0009636;GO:0016020;GO:0019221;GO:0030431;GO:0031668;GO:0032496;GO:0032570;GO:0032870;GO:0032993;GO:0034614;GO:0035902;GO:0035914;GO:0035976;GO:0035994;GO:0038095;GO:0043005;GO:0044212;GO:0045672;GO:0045893;GO:0045944;GO:0046982;GO:0051090;GO:0051412;GO:0051591;GO:0060395;GO:0070412;GO:0071276;GO:0071277;GO:1901216;GO:1902895;GO:0000978
MYC	P01106	Myc proto-oncogene protein	GO:0000082;GO:0000122;GO:0000165;GO:0000790;GO:0000978;GO:0000981;GO:0001047;GO:0001227;GO:0001228;GO:0001658;GO:0002053;GO:0003677;GO:0003700;GO:0005515;GO:0005634;GO:0005654;GO:0005730;GO:0006112;GO:0006338;GO:0006357;GO:0006879;GO:0006974;GO:0007050;GO:0007219;GO:0008134;GO:0008284;GO:0010332;GO:0010468;GO:0010628;GO:0015671;GO:0016579;GO:0019221;GO:0032204;GO:0032873;GO:0032986;GO:0032991;GO:0033613;GO:0034644;GO:0035690;GO:0042493;GO:0043066;GO:0043280;GO:0044346;GO:0044877;GO:0045656;GO:0045893;GO:0045944;GO:0046983;GO:0048146;GO:0048147;GO:0050679;GO:0051276;GO:0051782;GO:0051973;GO:0070371;GO:0070491;GO:0070848;GO:0070888;GO:0071456;GO:0090096;GO:1904837;GO:1905643;GO:2000573;GO:2001022
NRAS	P01111	GTPase NRas	GO:0000139;GO:0000165;GO:0001938;GO:0002223;GO:0003924;GO:0005515;GO:0005794;GO:0005886;GO:0007265;GO:0016020;GO:0043312;GO:0044877;GO:0070062;GO:0070821;GO:0005525;GO:0019003
HRAS	P01112	GTPase HRas	GO:0000139;GO:0000165;GO:0001934;GO:0002223;GO:0003924;GO:0005515;GO:0005525;GO:0005634;GO:0005737;GO:0005794;GO:0005886;GO:0006897;GO:0006935;GO:0007050;GO:0007093;GO:0007165;GO:0007166;GO:0007265;GO:0008022;GO:0008284;GO:0008285;GO:0009887;GO:0010629;GO:0010863;GO:0019003;GO:0030335;GO:0032729;GO:0034260;GO:0035900;GO:0042088;GO:0042832;GO:0043406;GO:0043410;GO:0043524;GO:0043547;GO:0045740;GO:0045944;GO:0046330;GO:0046579;GO:0048013;GO:0048169;GO:0048471;GO:0050679;GO:0050852;GO:0051291;GO:0070374;GO:0071480;GO:0090303;GO:0090314;GO:0090398;GO:0097193;GO:0098696;GO:0098978;GO:1900029;GO:2000251;GO:2000630
KRAS	P01116	GTPase KRas	GO:0000165;GO:0001889;GO:0001934;GO:0002223;GO:0005515;GO:0005737;GO:0005739;GO:0005829;GO:0005886;GO:0005925;GO:0007265;GO:0007565;GO:0008284;GO:0008542;GO:0010628;GO:0016020;GO:0019002;GO:0019221;GO:0021897;GO:0030036;GO:0030275;GO:0031234;GO:0031647;GO:0032228;GO:0035022;GO:0035900;GO:0038002;GO:0043406;GO:0043524;GO:0044877;GO:0045121;GO:0045596;GO:0048169;GO:0048873;GO:0051000;GO:0051092;GO:0051146;GO:0051384;GO:0051385;GO:0060441;GO:2000774;GO:0003924;GO:0005525;GO:0019003
PDGFB	P01127	Platelet-derived growth factor subunit B	GO:0000139;GO:0000165;GO:0001892;GO:0001938;GO:0002548;GO:0002576;GO:0003104;GO:0005161;GO:0005515;GO:0005518;GO:0005576;GO:0005737;GO:0005788;GO:0005796;GO:0006468;GO:0007507;GO:0008083;GO:0008284;GO:0009611;GO:0009986;GO:0010512;GO:0010544;GO:0010628;GO:0010629;GO:0014068;GO:0014911;GO:0016176;GO:0016323;GO:0018105;GO:0018108;GO:0030198;GO:0030335;GO:0031093;GO:0031954;GO:0032091;GO:0032147;GO:0032148;GO:0035655;GO:0035793;GO:0038001;GO:0042056;GO:0042802;GO:0042803;GO:0043406;GO:0043410;GO:0043536;GO:0043552;GO:0045737;GO:0045840;GO:0045892;GO:0045893;GO:0046982;GO:0048008;GO:0048146;GO:0048407;GO:0048661;GO:0050731;GO:0050918;GO:0050921;GO:0051781;GO:0051897;GO:0060326;GO:0061098;GO:0062023;GO:0070374;GO:0070528;GO:0071363;GO:0071506;GO:0072126;GO:0072255;GO:0072593;GO:0090280;GO:1900127;GO:1902894;GO:1902895;GO:1904707;GO:1904754;GO:1905064;GO:1905176;GO:2000379;GO:2000573;GO:2000591;GO:0030097;GO:0005615
LDLR	P01130	Low-density lipoprotein receptor	GO:0001540;GO:0001618;GO:0002020;GO:0005041;GO:0005509;GO:0005515;GO:0005623;GO:0005764;GO:0005769;GO:0005770;GO:0005794;GO:0005886;GO:0005887;GO:0005905;GO:0006629;GO:0006897;GO:0006898;GO:0006909;GO:0007616;GO:0008203;GO:0009897;GO:0009986;GO:0010008;GO:0010628;GO:0010629;GO:0010867;GO:0010899;GO:0015914;GO:0016020;GO:0016323;GO:0030169;GO:0030229;GO:0030299;GO:0030301;GO:0030669;GO:0032050;GO:0034362;GO:0034381;GO:0034382;GO:0034383;GO:0034384;GO:0036020;GO:0036477;GO:0042159;GO:0042632;GO:0042802;GO:0043235;GO:0045177;GO:0046718;GO:0048844;GO:0050729;GO:0051246;GO:0051248;GO:0061024;GO:0061771;GO:0061889;GO:0070508;GO:0071398;GO:0071404;GO:0090118;GO:0090181;GO:0097242;GO:0097443;GO:0150094;GO:1903979;GO:1905167;GO:1905907;GO:1990666
EGF	P01133	Pro-epidermal growth factor	GO:0000165;GO:0000186;GO:0000187;GO:0001525;GO:0002092;GO:0002576;GO:0005088;GO:0005154;GO:0005509;GO:0005515;GO:0005576;GO:0005615;GO:0005765;GO:0007165;GO:0007171;GO:0007173;GO:0008083;GO:0008284;GO:0010628;GO:0010800;GO:0016021;GO:0018108;GO:0021940;GO:0030297;GO:0030335;GO:0030665;GO:0031093;GO:0038128;GO:0042059;GO:0042327;GO:0043388;GO:0043406;GO:0045741;GO:0045746;GO:0045840;GO:0045893;GO:0046425;GO:0048754;GO:0051048;GO:0051897;GO:0060749;GO:0061024;GO:0070062;GO:0070371;GO:0090263;GO:0090279;GO:0090370;GO:1900127;GO:1901185;GO:1902966;GO:2000008;GO:2000060;GO:2000145;GO:0043235;GO:0005886;GO:0042813;GO:0060070;GO:0017147
TGFA	P01135	Protransforming growth factor alpha	GO:0000139;GO:0000165;GO:0000187;GO:0005154;GO:0005515;GO:0005576;GO:0005615;GO:0005789;GO:0005886;GO:0006357;GO:0006888;GO:0007165;GO:0007173;GO:0008083;GO:0009986;GO:0012507;GO:0016021;GO:0016323;GO:0030665;GO:0031410;GO:0033116;GO:0035556;GO:0042059;GO:0045741;GO:0045840;GO:0048208;GO:0048471;GO:0050679;GO:0051781;GO:0051897;GO:0061024;GO:0008284
NGF	P01138	Beta-nerve growth factor	GO:0000186;GO:0005163;GO:0005515;GO:0005576;GO:0005796;GO:0005829;GO:0006919;GO:0008191;GO:0008285;GO:0008625;GO:0010628;GO:0032455;GO:0043065;GO:0043066;GO:0043154;GO:0043281;GO:0043388;GO:0045666;GO:0046579;GO:0048011;GO:0048015;GO:0048812;GO:0050772;GO:0043524;GO:0030424;GO:0007613;GO:0008083;GO:0050804;GO:0005615;GO:0031410;GO:0048672;GO:0045664;GO:0038180;GO:0007422;GO:0008021;GO:0030425;GO:0021675;GO:0007169
GNRH1	P01148	Progonadoliberin-1	GO:0005179;GO:0005576;GO:0005739;GO:0005798;GO:0007165;GO:0007186;GO:0007267;GO:0007275;GO:0007565;GO:0007568;GO:0008285;GO:0010468;GO:0030238;GO:0030425;GO:0031960;GO:0032496;GO:0033087;GO:0033574;GO:0034695;GO:0035864;GO:0043066;GO:0043204;GO:0043679;GO:0044849;GO:0045471;GO:0098556;GO:1990008;GO:1990637;GO:2000354;GO:2001223;GO:0031530;GO:0005183;GO:0005615;GO:0000003
NPPA	P01160	Natriuretic peptides A	GO:0001666;GO:0005102;GO:0005184;GO:0005515;GO:0005576;GO:0006182;GO:0006367;GO:0006457;GO:0007168;GO:0007218;GO:0007565;GO:0008217;GO:0010460;GO:0010753;GO:0014898;GO:0030308;GO:0032868;GO:0032991;GO:0035994;GO:0042629;GO:0044267;GO:0048471;GO:0097746;GO:0051427;GO:0060372;GO:0060452;GO:0061049;GO:0062023;GO:0071260;GO:0071855;GO:1901841;GO:1902261;GO:1902514;GO:1903595;GO:1903766;GO:1903779;GO:1903815;GO:0005615;GO:0003085;GO:0005179;GO:0005737;GO:0005634;GO:0019934
OXT	P01178	Oxytocin-neurophysin 1	GO:0001975;GO:0002027;GO:0002125;GO:0005185;GO:0005576;GO:0007165;GO:0007186;GO:0007204;GO:0007507;GO:0007565;GO:0007613;GO:0007625;GO:0009744;GO:0010701;GO:0014823;GO:0030431;GO:0032094;GO:0032308;GO:0032355;GO:0032526;GO:0032570;GO:0034695;GO:0035176;GO:0035811;GO:0035815;GO:0042220;GO:0042538;GO:0042711;GO:0042713;GO:0042755;GO:0042756;GO:0043195;GO:0043434;GO:0045472;GO:0045776;GO:0045777;GO:0045778;GO:0045925;GO:0050806;GO:0051384;GO:0051591;GO:0051602;GO:0051930;GO:0051965;GO:0060179;GO:0060406;GO:0060450;GO:0060455;GO:0070474;GO:0120162;GO:0005184;GO:0005615;GO:0030141;GO:0031855
AVP	P01185	Vasopressin-neurophysin 2-copeptin	GO:0002125;GO:0003084;GO:0003091;GO:0004672;GO:0005102;GO:0005184;GO:0005185;GO:0005576;GO:0005829;GO:0006091;GO:0006833;GO:0006915;GO:0007165;GO:0007186;GO:0007204;GO:0007267;GO:0007621;GO:0007625;GO:0007626;GO:0008284;GO:0010628;GO:0014049;GO:0030307;GO:0030425;GO:0030665;GO:0031394;GO:0031894;GO:0031895;GO:0032849;GO:0033138;GO:0033574;GO:0035094;GO:0035176;GO:0035813;GO:0042310;GO:0042538;GO:0042711;GO:0043027;GO:0043066;GO:0043084;GO:0043154;GO:0045471;GO:0045907;GO:0097746;GO:0051970;GO:0061024;GO:0070371;GO:0070528;GO:0090201;GO:0030141;GO:0005615
POMC	P01189	Pro-opiomelanocortin	GO:0001664;GO:0005102;GO:0005179;GO:0005576;GO:0005615;GO:0005737;GO:0006091;GO:0007165;GO:0007186;GO:0007218;GO:0007267;GO:0008217;GO:0019221;GO:0030141;GO:0031781;GO:0031782;GO:0032098;GO:0032720;GO:0033059;GO:0034774;GO:0042593;GO:0045944;GO:0070873;GO:0070996;GO:2000852
PENK	P01210	Proenkephalin-A	GO:0001515;GO:0001649;GO:0001662;GO:0001666;GO:0001964;GO:0002118;GO:0005184;GO:0005576;GO:0005788;GO:0007165;GO:0007186;GO:0007568;GO:0009314;GO:0014009;GO:0019233;GO:0032280;GO:0032355;GO:0032496;GO:0034592;GO:0034599;GO:0035094;GO:0035641;GO:0043204;GO:0043278;GO:0043687;GO:0044267;GO:0045471;GO:0051592;GO:0051867;GO:0070852;GO:0071305;GO:0071320;GO:0071560;GO:0071871;GO:0098586;GO:0099013;GO:0099538;GO:2000987;GO:0043679;GO:0030425;GO:0005886;GO:0031628;GO:0007218;GO:0007268;GO:0043025
PDYN	P01213	Proenkephalin-B	GO:0001515;GO:0005576;GO:0005886;GO:0007186;GO:0031628;GO:0043025;GO:0030425;GO:0043679;GO:0007218;GO:0007268
CGA	P01215	Glycoprotein hormones alpha chain	GO:0005179;GO:0005515;GO:0005576;GO:0005615;GO:0005796;GO:0006357;GO:0007186;GO:0008284;GO:0010469;GO:0010893;GO:0016486;GO:0016913;GO:0016914;GO:0030335;GO:0045944;GO:0006590
TSHB	P01222	Thyrotropin subunit beta	GO:0005576;GO:0007186;GO:0007267;GO:0009653;GO:0016486;GO:0033189;GO:0043627;GO:0051592;GO:0005615;GO:0005737;GO:0009755;GO:0005179
FSHB	P01225	Follitropin subunit beta	GO:0005515;GO:0005576;GO:0005615;GO:0005737;GO:0006701;GO:0007179;GO:0007186;GO:0007292;GO:0007565;GO:0008284;GO:0010469;GO:0010893;GO:0016486;GO:0016913;GO:0016914;GO:0030335;GO:0045670;GO:0045780;GO:0045944;GO:0060011;GO:0042699;GO:0005179;GO:0009755
LHB	P01229	Lutropin subunit beta	GO:0005102;GO:0005576;GO:0005796;GO:0006701;GO:0007165;GO:0007186;GO:0007267;GO:0008584;GO:0016486;GO:0005615;GO:0005179;GO:0009755;GO:0005737
PRL	P01236	Prolactin	GO:0001937;GO:0005515;GO:0005576;GO:0007166;GO:0007595;GO:0016525;GO:0031904;GO:0040014;GO:0044267;GO:0046427;GO:0060397;GO:1902895;GO:0005148;GO:0031667;GO:0030879;GO:0008284;GO:0005179;GO:1903489;GO:0005615;GO:0007565
GH1	P01241	Somatotropin	GO:0005131;GO:0005148;GO:0005515;GO:0005576;GO:0005615;GO:0008083;GO:0010536;GO:0010828;GO:0014068;GO:0031904;GO:0032355;GO:0040018;GO:0042531;GO:0043406;GO:0043568;GO:0046427;GO:0046872;GO:0050731;GO:0060396;GO:0060397;GO:0070195;GO:0070977;GO:0002092;GO:0062023;GO:0045927;GO:0005179;GO:0031667;GO:0048513
GH2	P01242	Growth hormone variant	GO:0005576;GO:0031904;GO:0060397;GO:0050731;GO:0031667;GO:0008083;GO:0005131;GO:0005615;GO:0046427;GO:0005179;GO:0045927;GO:0042531;GO:0048513;GO:0060396
CALCA	P01258	Calcitonin	GO:0002548;GO:0005179;GO:0005515;GO:0005576;GO:0005615;GO:0005623;GO:0007186;GO:0007189;GO:0007204;GO:0007566;GO:0031716;GO:0032147;GO:0042802;GO:0044267;GO:0045779;GO:0045892;GO:0051482;GO:0051480
TG	P01266	Thyroglobulin	GO:0005179;GO:0005576;GO:0007165;GO:0015705;GO:0030878;GO:0031641;GO:0042403;GO:0042446
PTH	P01270	Parathyroid hormone	GO:0000122;GO:0000981;GO:0001501;GO:0005179;GO:0005515;GO:0005576;GO:0005623;GO:0006874;GO:0007186;GO:0007189;GO:0007202;GO:0007266;GO:0008628;GO:0009967;GO:0010288;GO:0010468;GO:0010960;GO:0030501;GO:0031857;GO:0032331;GO:0033280;GO:0034645;GO:0045453;GO:0045471;GO:0045725;GO:0045944;GO:0046058;GO:0046326;GO:0046686;GO:0047485;GO:0048018;GO:0048873;GO:0051428;GO:0051926;GO:0055062;GO:0060732;GO:0071107;GO:0071774;GO:0071864;GO:0071866;GO:0090290;GO:1900158;GO:0007267;GO:0031856;GO:0005615
GCG	P01275	Glucagon	GO:0005102;GO:0005515;GO:0005576;GO:0005788;GO:0007186;GO:0007189;GO:0007631;GO:0010800;GO:0032092;GO:0033138;GO:0034774;GO:0035948;GO:0042802;GO:0045860;GO:0050796;GO:0051571;GO:0070374;GO:0071377;GO:0090280;GO:1900118;GO:0043066;GO:0005179;GO:0005615;GO:0035774;GO:0031769;GO:0010737;GO:0007188
VIP	P01282	VIP peptides	GO:0005179;GO:0005515;GO:0005576;GO:0007186;GO:0007189;GO:0007589;GO:0008284;GO:0032880;GO:0045732;GO:0048255;GO:0051428;GO:0070459;GO:0043204;GO:0051930;GO:0043267;GO:0060406;GO:0032812;GO:0001938;GO:0007200;GO:0097755;GO:0007611;GO:0048242;GO:0005184;GO:0043066;GO:0048662;GO:0043005
GHRH	P01286	Somatoliberin	GO:0005576;GO:0005615;GO:0007186;GO:0007189;GO:0007267;GO:0008284;GO:0016608;GO:0021984;GO:0030252;GO:0031770;GO:0032094;GO:0040018;GO:0043195;GO:0043568;GO:0046005;GO:0060124;GO:0043204;GO:0005184;GO:0051428;GO:0043005
PPY	P01298	Pancreatic prohormone	GO:0001664;GO:0005179;GO:0005576;GO:0005737;GO:0007186;GO:0009306;GO:0007218;GO:0005184;GO:0005615
NPY	P01303	Pro-neuropeptide Y	GO:0004930;GO:0005102;GO:0005246;GO:0005576;GO:0005615;GO:0005623;GO:0005794;GO:0007186;GO:0007187;GO:0007268;GO:0007631;GO:0008217;GO:0008343;GO:0021954;GO:0021987;GO:0031175;GO:0032100;GO:0060575;GO:0001664;GO:0007218;GO:0005184;GO:0031841
INS	P01308	Insulin	GO:0000139;GO:0002020;GO:0002674;GO:0005158;GO:0005159;GO:0005179;GO:0005515;GO:0005576;GO:0005615;GO:0005788;GO:0005796;GO:0006006;GO:0006355;GO:0006521;GO:0006888;GO:0006953;GO:0007186;GO:0007267;GO:0008284;GO:0008286;GO:0010628;GO:0010750;GO:0014068;GO:0022898;GO:0030133;GO:0030307;GO:0030335;GO:0031904;GO:0031954;GO:0032148;GO:0032270;GO:0032460;GO:0032880;GO:0033116;GO:0033861;GO:0034774;GO:0042060;GO:0042177;GO:0042593;GO:0042802;GO:0043410;GO:0044267;GO:0045597;GO:0045721;GO:0045725;GO:0045818;GO:0045821;GO:0045840;GO:0045861;GO:0045922;GO:0046326;GO:0046628;GO:0046631;GO:0046889;GO:0048167;GO:0050708;GO:0050709;GO:0050715;GO:0050890;GO:0050995;GO:0051000;GO:0051092;GO:0051897;GO:0055089;GO:0060266;GO:0060267;GO:0090277;GO:0090336;GO:0097755;GO:0097756;GO:1900182;GO:1900273;GO:1902176;GO:1902952;GO:1903076;GO:1903427;GO:1990535;GO:2000252
IGF2	P01344	Insulin-like growth factor II	GO:0000122;GO:0001501;GO:0001649;GO:0001701;GO:0001892;GO:0001934;GO:0002576;GO:0005158;GO:0005159;GO:0005178;GO:0005179;GO:0005515;GO:0005576;GO:0005615;GO:0006006;GO:0006349;GO:0006355;GO:0007275;GO:0008083;GO:0008284;GO:0008286;GO:0009887;GO:0031017;GO:0031056;GO:0031093;GO:0038028;GO:0040018;GO:0042104;GO:0043085;GO:0043410;GO:0043539;GO:0044267;GO:0045725;GO:0045840;GO:0045944;GO:0046628;GO:0048018;GO:0050731;GO:0051146;GO:0051147;GO:0051781;GO:0051897;GO:0060669;GO:0071902;GO:2000467
GAST	P01350	Gastrin	GO:0005515;GO:0005576;GO:0007165;GO:0007186;GO:0005179;GO:0005615;GO:0032094
LTA	P01374	Lymphotoxin-alpha	GO:0001666;GO:0002876;GO:0002925;GO:0005102;GO:0005125;GO:0005164;GO:0005615;GO:0005886;GO:0006915;GO:0006959;GO:0007165;GO:0007267;GO:0007584;GO:0032496;GO:0032729;GO:0033209;GO:0042493;GO:0043065;GO:0048147;GO:0048535;GO:0050830;GO:0060252
