	Description	UniProtID
Cd209d	CD209d antigen	MGI:2157947
Cd209e	CD209e antigen	MGI:2157948
Cd209f	CD209f antigen	MGI:1916392
Cd209g	CD209g antigen	MGI:1917442
Cd22	CD22 antigen	MGI:88322
Cd226	CD226 antigen	MGI:3039602
Cd24	Signal transducer CD24	MGI:88323
Cd244a	CD244 molecule A	MGI:109294
Cd247	CD247 antigen	MGI:88334
Cd248	CD248 antigen, endosialin	MGI:1917695
Cd24a	CD24a antigen	MGI:88323
Cd27	CD27 antigen	MGI:88326
Cd274	CD274 antigen	MGI:1926446
Cd276	CD276 antigen	MGI:2183926
Cd28	CD28 antigen	MGI:88327
Cd2ap	CD2-associated protein	MGI:1330281
Cd2bp2	CD2 cytoplasmic tail binding protein 2	MGI:1917483
Cd300a	CD300A molecule	MGI:2443411
Cd300c	CD300C molecule	MGI:3032626
Cd300c2	CD300C molecule 2	MGI:2153249
Cd300e	CD300E molecule	MGI:2387602
Cd300lb	CD300 molecule like family member B	MGI:2685099
Cd300ld	CD300 molecule like family member d	MGI:2442358
Cd300ld2	CD300 molecule like family member D2	MGI:3649405
Cd300ld3	CD300 molecule like family member D3	MGI:2687214
Cd300ld4	CD300 molecule like family member D4	MGI:3702658
Cd300ld5	CD300 molecule like family member D5	MGI:3702661
Cd300lf	CD300 molecule like family member F	MGI:2442359
Cd300lg	CD300 molecule like family member G	MGI:1289168
Cd302	CD302 antigen	MGI:1913455
Cd320	CD320 antigen	MGI:1860083
Cd33	CD33 antigen	MGI:99440
Cd34	CD34 antigen	MGI:88329
Cd36	CD36 molecule,Platelet glycoprotein 4	MGI:107899
Cd37	CD37 antigen	MGI:88330
Cd38	CD38 antigen	MGI:107474
Cd3d	CD3 antigen, delta polypeptide	MGI:88331
Cd3e	CD3 antigen, epsilon polypeptide	MGI:88332
Cd3eap	CD3E antigen, epsilon polypeptide associated protein	MGI:1917583
Cd3g	CD3 antigen, gamma polypeptide	MGI:88333
Cd4	CD4 antigen	MGI:88335
Cd40	CD40 antigen	MGI:88336
Cd40lg	CD40 ligand	MGI:88337
Cd44	CD44 antigen	MGI:88338
Cd46	CD46 antigen, complement regulatory protein	MGI:1203290
Cd47	CD47 antigen (Rh-related antigen, integrin-associated signal transducer),Leukocyte surface antigen CD47	MGI:96617
Cd48	CD48 antigen	MGI:88339
Cd5	CD5 antigen	MGI:88340
Cd52	CD52 antigen	MGI:1346088
Cd53	CD53 antigen	MGI:88341
Cd55	CD55 molecule, decay accelerating factor for complement	MGI:104850
Cd55b	CD55 molecule, decay accelerating factor for complement B	MGI:104849
Cd55os	CD55 molecule, opposite strand sequence	MGI:3783116
Cd59a	CD59a antigen	MGI:109177
Cd59b	CD59b antigen	MGI:1888996
Cd5l	CD5 antigen-like	MGI:1334419
Cd6	CD6 antigen	MGI:103566
Cd63	CD63 antigen	MGI:99529
Cd68	CD68 antigen	MGI:88342
Cd69	CD69 antigen	MGI:88343
Cd7	CD7 antigen	MGI:88344
Cd70	CD70 antigen	MGI:1195273
Cd72	CD72 antigen	MGI:88345
Cd74	CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)	MGI:96534
Cd79a	CD79A antigen (immunoglobulin-associated alpha),B-cell antigen receptor complex-associated protein alpha chain	MGI:101774
Cd79b	CD79B antigen,B-cell antigen receptor complex-associated protein beta chain	MGI:96431
Cd80	CD80 antigen	MGI:101775
Cd81	CD81 antigen	MGI:1096398
Cd82	CD82 antigen	MGI:104651
Cd83	CD83 antigen	MGI:1328316
Cd84	CD84 antigen	MGI:1336885
Cd86	CD86 antigen	MGI:101773
Cd8a	CD8 antigen, alpha chain	MGI:88346
Cd8b1	CD8 antigen, beta chain 1	MGI:88347
Cd9	CD9 antigen	MGI:88348
Cd93	CD93 antigen	MGI:106664
Cd96	CD96 antigen	MGI:1934368
Cd99	CD99 antigen	MGI:1913728
Cd99l2	CD99 antigen-like 2,CD99 antigen-like protein 2	MGI:2177151
Cda	cytidine deaminase	MGI:1919519
Cdadc1	cytidine and dCMP deaminase domain containing 1	MGI:1919141
Cdan1	congenital dyserythropoietic anemia, type I (human)	MGI:1916218
Cdc123	cell division cycle 123	MGI:2138811
Cdc14a	CDC14 cell division cycle 14A	MGI:2442676
Cdc14b	CDC14 cell division cycle 14B	MGI:2441808
Cdc16	CDC16 cell division cycle 16	MGI:1917207
Cdc20	cell division cycle 20	MGI:1859866
Cdc20b	cell division cycle 20B	MGI:3644472
Cdc23	CDC23 cell division cycle 23	MGI:1098815
Cdc25a	cell division cycle 25A	MGI:103198
Cdc25b	cell division cycle 25B	MGI:99701
Cdc25c	cell division cycle 25C	MGI:88350
Cdc26	cell division cycle 26	MGI:1913690
Cdc27	cell division cycle 27	MGI:102685
Cdc34	cell division cycle 34	MGI:102657
Cdc34b	cell division cycle 34B	MGI:1858429
Cdc37	cell division cycle 37	MGI:109531
Cdc37l1	cell division cycle 37-like 1	MGI:1914322
Cdc40	cell division cycle 40	MGI:1918963
Cdc42	cell division cycle 42,Cell division control protein 42 homolog	MGI:106211
Cdc42bpa	CDC42 binding protein kinase alpha	MGI:2441841
Cdc42bpb	CDC42 binding protein kinase beta	MGI:2136459
Cdc42bpg	CDC42 binding protein kinase gamma (DMPK-like)	MGI:2652845
Cdc42ep1	CDC42 effector protein (Rho GTPase binding) 1	MGI:1929763
Cdc42ep2	CDC42 effector protein (Rho GTPase binding) 2	MGI:1929744
Cdc42ep3	CDC42 effector protein (Rho GTPase binding) 3	MGI:2384718
Cdc42ep4	CDC42 effector protein (Rho GTPase binding) 4	MGI:1929760
Cdc42ep5	CDC42 effector protein (Rho GTPase binding) 5	MGI:1929745
Cdc42se1	CDC42 small effector 1	MGI:1889510
Cdc42se2	CDC42 small effector 2	MGI:1919979
Cdc45	cell division cycle 45	MGI:1338073
Cdc5l	cell division cycle 5-like (S. pombe)	MGI:1918952
Cdc6	cell division cycle 6	MGI:1345150
Cdc7	cell division cycle 7 (S. cerevisiae)	MGI:1309511
Cdc73	cell division cycle 73, Paf1/RNA polymerase II complex component	MGI:2384876
Cdca2	cell division cycle associated 2	MGI:1919787
Cdca3	cell division cycle associated 3	MGI:1315198
Cdca4	cell division cycle associated 4	MGI:1919213
Cdca5	cell division cycle associated 5	MGI:1915099
Cdca7	cell division cycle associated 7	MGI:1914203
Cdca7l	cell division cycle associated 7 like	MGI:2384982
Cdca8	cell division cycle associated 8	MGI:1196274
Cdcp1	CUB domain containing protein 1	MGI:2442010
Cdcp2	CUB domain containing protein 2	MGI:3045328
Cdcp3	CUB domain containing protein 3	MGI:1918645
Cdh1	cadherin 1,Cadherin-1	MGI:88354
Cdh10	cadherin 10	MGI:107436
Cdh11	cadherin 11	MGI:99217
Cdh12	cadherin 12	MGI:109503
Cdh13	cadherin 13	MGI:99551
Cdh15	cadherin 15	MGI:106672
Cdh16	cadherin 16	MGI:106671
Cdh17	cadherin 17	MGI:1095414
Cdh18	cadherin 18	MGI:1344366
Cdh19	cadherin 19, type 2	MGI:3588198
Cdh2	cadherin 2	MGI:88355
Cdh20	cadherin 20	MGI:1346069
Cdh22	cadherin 22	MGI:1341843
Cdh23	cadherin 23 (otocadherin),Cadherin-23	MGI:1890219
Cdh24	cadherin-like 24	MGI:1928330
Cdh26	cadherin-like 26	MGI:2685856
Cdh3	cadherin 3	MGI:88356
Cdh4	cadherin 4	MGI:99218
Cdh5	cadherin 5	MGI:105057
Cdh6	cadherin 6	MGI:107435
Cdh7	cadherin 7, type 2	MGI:2442792
Cdh8	cadherin 8	MGI:107434
Cdh9	cadherin 9	MGI:107433
Cdhr1	cadherin-related family member 1	MGI:2157782
Cdhr2	cadherin-related family member 2	MGI:2687323
Cdhr3	cadherin-related family member 3	MGI:1916014
Cdhr4	cadherin-related family member 4	MGI:1916648
Cdhr5	cadherin-related family member 5	MGI:1919290
Cdin1	CDAN1 interacting nuclease 1	MGI:3026886
Cdip1	cell death inducing Trp53 target 1	MGI:1913876
Cdipt	CDP-diacylglycerol--inositol 3-phosphatidyltransferase (phosphatidylinositol synthase)	MGI:105491
Cdiptos	CDIP transferase, opposite strand	MGI:2443610
Cdk1	cyclin-dependent kinase 1,Cyclin-dependent kinase 1	MGI:88351
Cdk10	cyclin-dependent kinase 10	MGI:2448549
Cdk11b	cyclin-dependent kinase 11B,Cyclin-dependent kinase 11B	MGI:88353
Cdk12	cyclin-dependent kinase 12	MGI:1098802
Cdk13	cyclin-dependent kinase 13	MGI:1916812
Cdk14	cyclin-dependent kinase 14	MGI:894318
Cdk15	cyclin-dependent kinase 15	MGI:3583944
Cdk16	cyclin-dependent kinase 16	MGI:97516
Cdk17	cyclin-dependent kinase 17	MGI:97517
Cdk18	cyclin-dependent kinase 18	MGI:97518
Cdk19	cyclin-dependent kinase 19	MGI:1925584
Cdk19os	cyclin-dependent kinase 19, opposite strand	MGI:1914837
Cdk2	cyclin-dependent kinase 2,Cyclin-dependent kinase 2	MGI:104772
Cdk20	cyclin-dependent kinase 20	MGI:2145349
Cdk2ap1	CDK2 (cyclin-dependent kinase 2)-associated protein 1	MGI:1202069
Cdk2ap2	CDK2-associated protein 2	MGI:1098779
Cdk3	cyclin-dependent kinase 3	MGI:1916931
Cdk4	cyclin-dependent kinase 4,Cyclin-dependent kinase 4	MGI:88357
Cdk5	cyclin-dependent kinase 5,Cyclin-dependent-like kinase 5	MGI:101765
Cdk5r1	cyclin-dependent kinase 5, regulatory subunit 1 (p35),Cyclin-dependent kinase 5 activator 1	MGI:101764
Cdk5r2	cyclin-dependent kinase 5, regulatory subunit 2 (p39)	MGI:1330828
Cdk5rap1	CDK5 regulatory subunit associated protein 1	MGI:1914221
Cdk5rap2	CDK5 regulatory subunit associated protein 2	MGI:2384875
Cdk5rap3	CDK5 regulatory subunit associated protein 3	MGI:1933126
Cdk6	cyclin-dependent kinase 6	MGI:1277162
Cdk7	cyclin-dependent kinase 7	MGI:102956
Cdk8	cyclin-dependent kinase 8,Cyclin-dependent kinase 8	MGI:1196224
Cdk9	cyclin-dependent kinase 9 (CDC2-related kinase)	MGI:1328368
Cdkal1	CDK5 regulatory subunit associated protein 1-like 1	MGI:1921765
Cdkl1	cyclin-dependent kinase-like 1 (CDC2-related kinase)	MGI:1918341
Cdkl2	cyclin-dependent kinase-like 2 (CDC2-related kinase)	MGI:1858227
Cdkl3	cyclin-dependent kinase-like 3	MGI:2388268
Cdkl4	cyclin-dependent kinase-like 4	MGI:3587025
Cdkl5	cyclin-dependent kinase-like 5	MGI:1278336
Cdkn1a	cyclin-dependent kinase inhibitor 1A (P21)	MGI:104556
Cdkn1b	cyclin-dependent kinase inhibitor 1B,Cyclin-dependent kinase inhibitor 1B	MGI:104565
Cdkn1c	cyclin-dependent kinase inhibitor 1C (P57)	MGI:104564
Cdkn2a	cyclin dependent kinase inhibitor 2A	MGI:104738
Cdkn2aip	CDKN2A interacting protein	MGI:1918175
Cdkn2aipnl	CDKN2A interacting protein N-terminal like	MGI:1261797
Cdkn2b	cyclin dependent kinase inhibitor 2B	MGI:104737
Cdkn2c	cyclin dependent kinase inhibitor 2C	MGI:105388
Cdkn2d	cyclin dependent kinase inhibitor 2D	MGI:105387
Cdkn3	cyclin-dependent kinase inhibitor 3	MGI:1919641
cdm	cadmium resistance	MGI:88358
Cdnf	cerebral dopamine neurotrophic factor	MGI:3606576
Cdo1	cysteine dioxygenase 1, cytosolic,Cysteine dioxygenase type 1	MGI:105925
Cdon	cell adhesion molecule-related/down-regulated by oncogenes	MGI:1926387
Cdpf1	cysteine rich, DPF motif domain containing 1	MGI:1919605
Cdr1	cerebellar degeneration related antigen 1	MGI:88359
Cdr1os	cerebellar degeneration related antigen 1, opposite strand	MGI:5637821
Cdr2	cerebellar degeneration-related 2	MGI:1100885
Cdr2l	cerebellar degeneration-related protein 2-like	MGI:2684867
Cdr3	cerebellar degeneration-related 3	MGI:1100884
Cdrt4	CMT1A duplicated region transcript 4	MGI:1913588
Cdrt4os1	CMT1A duplicated region transcript 4, opposite strand 1	MGI:1922134
Cdrt4os2	CMT1A duplicated region transcript 4, opposite strand 2	MGI:3705321
Cds1	CDP-diacylglycerol synthase 1	MGI:1921846
Cds2	CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 2	MGI:1332236
Cdsn	corneodesmosin	MGI:3505689
Cdt1	chromatin licensing and DNA replication factor 1	MGI:1914427
Cdv3	carnitine deficiency-associated gene expressed in ventricle 3	MGI:2448759
Cdx1	caudal type homeobox 1	MGI:88360
Cdx2	caudal type homeobox 2	MGI:88361
Cdx4	caudal type homeobox 4	MGI:88362
Cdyl	chromodomain protein, Y chromosome-like	MGI:1339956
Cdyl2	chromodomain protein, Y chromosome-like 2	MGI:1923046
Ceacam1	carcinoembryonic antigen-related cell adhesion molecule 1	MGI:1347245
Ceacam10	carcinoembryonic antigen-related cell adhesion molecule 10	MGI:1347248
Ceacam11	carcinoembryonic antigen-related cell adhesion molecule 11	MGI:1914246
Ceacam12	carcinoembryonic antigen-related cell adhesion molecule 12	MGI:1914565
Ceacam13	carcinoembryonic antigen-related cell adhesion molecule 13	MGI:1917035
Ceacam14	carcinoembryonic antigen-related cell adhesion molecule 14	MGI:1914334
Ceacam15	carcinoembryonic antigen-related cell adhesion molecule 15	MGI:2141810
Ceacam16	carcinoembryonic antigen-related cell adhesion molecule 16	MGI:2685615
Ceacam18	carcinoembryonic antigen-related cell adhesion molecule 18	MGI:1919681
Ceacam19	carcinoembryonic antigen-related cell adhesion molecule 19	MGI:2443001
Ceacam2	carcinoembryonic antigen-related cell adhesion molecule 2	MGI:1347246
Ceacam20	carcinoembryonic antigen-related cell adhesion molecule 20	MGI:1918851
Ceacam3	carcinoembryonic antigen-related cell adhesion molecule 3	MGI:3646296
Ceacam5	carcinoembryonic antigen-related cell adhesion molecule 5	MGI:1920500
Ceacam9	carcinoembryonic antigen-related cell adhesion molecule 9	MGI:1347247
Cebpa	CCAAT/enhancer binding protein (C/EBP), alpha,CCAAT/enhancer-binding protein alpha	MGI:99480
Cebpb	CCAAT/enhancer binding protein (C/EBP), beta,CCAAT/enhancer-binding protein beta	MGI:88373
Cebpd	CCAAT/enhancer binding protein (C/EBP), delta,CCAAT/enhancer-binding protein delta	MGI:103573
Cebpe	CCAAT/enhancer binding protein (C/EBP), epsilon,CCAAT/enhancer-binding protein epsilon	MGI:103572
Cebpg	CCAAT/enhancer binding protein (C/EBP), gamma,CCAAT/enhancer-binding protein gamma	MGI:104982
Cebpz	CCAAT/enhancer binding protein zeta	MGI:109386
Cebpzos	CCAAT/enhancer binding protein (C/EBP), zeta, opposite strand	MGI:1915804
Cecr2	CECR2, histone acetyl-lysine reader	MGI:1923799
Cel	carboxyl ester lipase	MGI:88374
Cela1	chymotrypsin-like elastase family, member 1	MGI:95314
Cela2a	chymotrypsin-like elastase family, member 2A	MGI:95316
Cela3a	chymotrypsin-like elastase family, member 3A	MGI:3651647
Cela3b	chymotrypsin-like elastase family, member 3B	MGI:1915118
Celf1	CUGBP, Elav-like family member 1	MGI:1342295
Celf2	CUGBP, Elav-like family member 2	MGI:1338822
Celf3	CUGBP, Elav-like family member 3	MGI:1926034
Celf4	CUGBP, Elav-like family member 4	MGI:1932407
Celf5	CUGBP, Elav-like family member 5	MGI:2442333
Celf6	CUGBP, Elav-like family member 6	MGI:1923433
Celrr	cerebellum expressed regulatory RNA	MGI:2685664
Celsr1	cadherin, EGF LAG seven-pass G-type receptor 1	MGI:1100883
Celsr2	cadherin, EGF LAG seven-pass G-type receptor 2	MGI:1858235
Celsr3	cadherin, EGF LAG seven-pass G-type receptor 3	MGI:1858236
Cemip	cell migration inducing protein, hyaluronan binding	MGI:2443629
Cemip2	cell migration inducing hyaluronidase 2	MGI:1890373
Cend1	cell cycle exit and neuronal differentiation 1	MGI:1929898
Cenpa	centromere protein A	MGI:88375
Cenpb	centromere protein B	MGI:88376
Cenpc1	centromere protein C1	MGI:99700
Cenpe	centromere protein E	MGI:1098230
Cenpf	centromere protein F	MGI:1313302
Cenph	centromere protein H	MGI:1349448
Cenpi	centromere protein I	MGI:2147897
Cenpj	centromere protein J	MGI:2684927
Cenpk	centromere protein K	MGI:1926210
Cenpl	centromere protein L	MGI:1917704
Cenpm	centromere protein M	MGI:1913820
Cenpn	centromere protein N	MGI:1919405
Cenpo	centromere protein O	MGI:1923800
Cenpp	centromere protein P	MGI:1913586
Cenpq	centromere protein Q	MGI:1933744
Cenps	centromere protein S	MGI:1917178
Cenpt	centromere protein T	MGI:2443939
Cenpu	centromere protein U	MGI:1919126
Cenpv	centromere protein V	MGI:1920389
Cenpw	centromere protein W	MGI:1913561
Cenpx	centromere protein X	MGI:894324
Cep104	centrosomal protein 104	MGI:2687282
Cep112	centrosomal protein 112	MGI:1923673
Cep112it	centrosomal protein 112, intronic transcript	MGI:3649867
Cep112os1	centrosomal protein 112, opposite strand 1	MGI:3652256
Cep120	centrosomal protein 120	MGI:2147298
Cep126	centrosomal protein 126	MGI:2680221
Cep128	centrosomal protein 128	MGI:1922466
Cep131	centrosomal protein 131	MGI:107440
Cep135	centrosomal protein 135	MGI:2681869
Cep152	centrosomal protein 152	MGI:2139083
Cep162	centrosomal protein 162	MGI:1925343
Cep164	centrosomal protein 164	MGI:2384878
Cep170	centrosomal protein 170	MGI:1918348
Cep170b	centrosomal protein 170B	MGI:2145043
Cep19	centrosomal protein 19	MGI:1914244
Cep192	centrosomal protein 192	MGI:1918049
Cep20	centrosomal protein 20	MGI:1913336
Cep250	centrosomal protein 250	MGI:108084
Cep290	centrosomal protein 290	MGI:2384917
Cep295	centrosomal protein 295	MGI:2442521
Cep295nl	CEP295 N-terminal like	MGI:1929713
Cep350	centrosomal protein 350	MGI:1921331
Cep41	centrosomal protein 41	MGI:1891414
Cep43	centrosomal protein 43	MGI:1922546
Cep44	centrosomal protein 44	MGI:3525111
Cep55	centrosomal protein 55	MGI:1921357
Cep57	centrosomal protein 57	MGI:1915551
Cep57l1	centrosomal protein 57-like 1	MGI:1915511
Cep63	centrosomal protein 63	MGI:2158560
Cep68	centrosomal protein 68	MGI:2667663
Cep70	centrosomal protein 70	MGI:1915371
Cep72	centrosomal protein 72	MGI:1921720
Cep76	centrosomal protein 76	MGI:1923401
Cep78	centrosomal protein 78	MGI:1924386
Cep83	centrosomal protein 83	MGI:1924298
Cep83os	centrosomal protein 83, opposite strand	MGI:1914973
Cep85	centrosomal protein 85	MGI:1917262
Cep85l	centrosomal protein 85-like	MGI:3642684
Cep89	centrosomal protein 89	MGI:1919390
Cep95	centrosomal protein 95	MGI:2443502
Cep97	centrosomal protein 97	MGI:1921451
Cept1	choline/ethanolaminephosphotransferase 1	MGI:2139793
Cer1	cerberus 1, DAN family BMP antagonist	MGI:1201414
Cercam	cerebral endothelial cell adhesion molecule	MGI:2139134
Cerk	ceramide kinase	MGI:2386052
Cerkl	ceramide kinase-like	MGI:3037816
Cerox1	cytoplasmic endogenous regulator of oxidative phosphorylation 1	MGI:1920084
Cers1	ceramide synthase 1	MGI:2136690
Cers2	ceramide synthase 2	MGI:1924143
Cers3	ceramide synthase 3	MGI:2681008
Cers4	ceramide synthase 4	MGI:1914510
Cers5	ceramide synthase 5	MGI:1919199
Cers6	ceramide synthase 6	MGI:2442564
Cert1	ceramide transporter 1	MGI:1915268
Ces1a	carboxylesterase 1A	MGI:3648919
Ces1b	carboxylesterase 1B	MGI:3779470
Ces1c	carboxylesterase 1C	MGI:95420
Ces1d	carboxylesterase 1D	MGI:2148202
Ces1e	carboxylesterase 1E	MGI:95432
Ces1f	carboxylesterase 1F	MGI:2142687
Ces1g	carboxylesterase 1G	MGI:88378
Ces1h	carboxylesterase 1H	MGI:1922954
Ces2a	carboxylesterase 2A	MGI:2142491
Ces2b	carboxyesterase 2B	MGI:2448547
Ces2c	carboxylesterase 2C	MGI:2385905
Ces2e	carboxylesterase 2E	MGI:2443170
Ces2f	carboxylesterase 2F	MGI:1919153
Ces2g	carboxylesterase 2G	MGI:1919611
Ces2h	carboxylesterase 2H	MGI:3648740
Ces3a	carboxylesterase 3A	MGI:102773
Ces3b	carboxylesterase 3B	MGI:3644960
Ces4a	carboxylesterase 4A	MGI:2384581
Ces5a	carboxylesterase 5A	MGI:1915185
Cetn1	centrin 1,Centrin-1	MGI:1347086
Cetn2	centrin 2	MGI:1347085
Cetn3	centrin 3	MGI:1097706
Cetn4	centrin 4	MGI:2677454
Cfap100	cilia and flagella associated protein 100	MGI:2141635
Cfap126	cilia and flagella associated protein 126	MGI:1922722
Cfap157	cilia and flagella associated protein 157	MGI:2447809
Cfap161	cilia and flagella associated protein 161	MGI:1922806
Cfap20	cilia and flagella associated protein 20	MGI:107428
Cfap206	cilia and flagella associated protein 206	MGI:1916579
Cfap20dc	CFAP20 domain containing	MGI:1926154
Cfap221	cilia and flagella associated protein 221	MGI:2684947
Cfap298	cilia and flagella associate protien 298	MGI:1915251
Cfap299	cilia and flagella associated protein 299	MGI:1916571
Cfap300	cilia and flagella associated protein 300	MGI:3045346
Cfap36	cilia and flagella associated protein 36	MGI:1913994
Cfap410	cilia and flagella associated protein 410	MGI:1915134
Cfap418	cilia and flagella associated protein 418	MGI:1914407
Cfap43	cilia and flagella associated protein 43	MGI:1289258
Cfap44	cilia and flagella associated protein 44	MGI:1277238
Cfap45	cilia and flagella associated protein 45	MGI:1919120
Cfap46	cilia and flagella associated protein 46	MGI:2444387
Cfap47	cilia and flagella associated protein 47	MGI:3781475
Cfap52	cilia and flagella associated protein 52	MGI:1919110
Cfap53	cilia and flagella associated protein 53	MGI:1921703
Cfap54	cilia and flagella associated protein 54	MGI:1922208
Cfap57	cilia and flagella associated protein 57	MGI:2686209
Cfap58	cilia and flagella associated protein 58	MGI:2685815
Cfap61	cilia and flagella associated protein 61	MGI:1926024
Cfap65	cilia and flagella associated protein 65	MGI:2444274
Cfap69	cilia and flagella associated protein 69	MGI:2443778
Cfap70	cilia and flagella associated protein 70	MGI:1923920
Cfap73	cilia and flagella associated protein 73	MGI:3779542
Cfap74	cilia and flagella associated protein 74	MGI:1917130
Cfap77	cilia and flagella associated protein 77	MGI:2685669
Cfap91	cilia and flagella associated protein 91	MGI:2443598
Cfap97	cilia and flagella associated protein 97	MGI:1914006
Cfap97d1	CFAP97 domain containing 1	MGI:1922687
